Data_Hora_Recepcao;idBIoT;timestamp;inside;outside;erro
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:154;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:195;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:237;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:279;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:321;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:362;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:404;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:446;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:488;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:529;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:572;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:614;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:656;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:698;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:739;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:780;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:822;4;195;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:863;4;197;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:905;4;196;0
2026-03-27 10:40:20;88:13:BF:01:2E:14;27-03-2026 : 12:53:43:946;4;195;0
