id,distance_cm_inside,distance_cm_outside,measured_at,epoch_start,epoch_end
231902830,197.0,198.0,2025-07-22 13:20:37.033,1753190437.0,1753190454.0
231902831,197.0,196.0,2025-07-22 13:20:37.090,1753190437.0,1753190454.0
231902832,198.0,198.0,2025-07-22 13:20:37.147,1753190437.0,1753190454.0
231902833,196.0,196.0,2025-07-22 13:20:37.205,1753190437.0,1753190454.0
231902834,196.0,196.0,2025-07-22 13:20:37.262,1753190437.0,1753190454.0
231902835,196.0,196.0,2025-07-22 13:20:37.319,1753190437.0,1753190454.0
231902836,196.0,196.0,2025-07-22 13:20:37.377,1753190437.0,1753190454.0
231902837,197.0,196.0,2025-07-22 13:20:37.434,1753190437.0,1753190454.0
231902838,197.0,196.0,2025-07-22 13:20:37.491,1753190437.0,1753190454.0
231902839,198.0,197.0,2025-07-22 13:20:37.546,1753190437.0,1753190454.0
231902840,197.0,198.0,2025-07-22 13:20:37.603,1753190437.0,1753190454.0
231902841,196.0,196.0,2025-07-22 13:20:37.661,1753190437.0,1753190454.0
231902842,196.0,196.0,2025-07-22 13:20:37.719,1753190437.0,1753190454.0
231902843,197.0,198.0,2025-07-22 13:20:37.776,1753190437.0,1753190454.0
231902844,198.0,196.0,2025-07-22 13:20:37.834,1753190437.0,1753190454.0
231902845,197.0,198.0,2025-07-22 13:20:37.893,1753190437.0,1753190454.0
231902846,196.0,196.0,2025-07-22 13:20:37.950,1753190437.0,1753190454.0
231902847,198.0,197.0,2025-07-22 13:20:38.008,1753190437.0,1753190454.0
231902848,196.0,196.0,2025-07-22 13:20:38.065,1753190437.0,1753190454.0
231902849,196.0,198.0,2025-07-22 13:20:38.123,1753190437.0,1753190454.0
231902850,196.0,197.0,2025-07-22 13:20:38.180,1753190437.0,1753190454.0
231902851,198.0,197.0,2025-07-22 13:20:38.238,1753190437.0,1753190454.0
231902852,196.0,196.0,2025-07-22 13:20:38.295,1753190437.0,1753190454.0
231902853,196.0,196.0,2025-07-22 13:20:38.352,1753190437.0,1753190454.0
231902854,197.0,196.0,2025-07-22 13:20:38.410,1753190437.0,1753190454.0
231902855,196.0,196.0,2025-07-22 13:20:38.470,1753190437.0,1753190454.0
231902856,198.0,196.0,2025-07-22 13:20:38.527,1753190437.0,1753190454.0
231902857,196.0,197.0,2025-07-22 13:20:38.584,1753190437.0,1753190454.0
231902858,197.0,197.0,2025-07-22 13:20:38.642,1753190437.0,1753190454.0
231902859,197.0,196.0,2025-07-22 13:20:38.699,1753190437.0,1753190454.0
231902860,198.0,196.0,2025-07-22 13:20:38.757,1753190437.0,1753190454.0
231902861,196.0,196.0,2025-07-22 13:20:38.816,1753190437.0,1753190454.0
231902862,196.0,196.0,2025-07-22 13:20:38.873,1753190437.0,1753190454.0
231902863,196.0,196.0,2025-07-22 13:20:38.931,1753190437.0,1753190454.0
231902864,197.0,196.0,2025-07-22 13:20:38.989,1753190437.0,1753190454.0
231902865,198.0,198.0,2025-07-22 13:20:39.047,1753190437.0,1753190454.0
231902866,198.0,196.0,2025-07-22 13:20:39.104,1753190437.0,1753190454.0
231902867,198.0,198.0,2025-07-22 13:20:39.162,1753190437.0,1753190454.0
231902868,198.0,198.0,2025-07-22 13:20:39.219,1753190437.0,1753190454.0
231902869,198.0,196.0,2025-07-22 13:20:39.276,1753190437.0,1753190454.0
231902870,197.0,198.0,2025-07-22 13:20:39.336,1753190437.0,1753190454.0
231902871,196.0,196.0,2025-07-22 13:20:39.392,1753190437.0,1753190454.0
231902872,197.0,197.0,2025-07-22 13:20:39.448,1753190437.0,1753190454.0
231902873,197.0,196.0,2025-07-22 13:20:39.505,1753190437.0,1753190454.0
231902874,196.0,196.0,2025-07-22 13:20:39.564,1753190437.0,1753190454.0
231902875,197.0,196.0,2025-07-22 13:20:39.621,1753190437.0,1753190454.0
231902876,196.0,196.0,2025-07-22 13:20:39.678,1753190437.0,1753190454.0
231902877,197.0,197.0,2025-07-22 13:20:39.737,1753190437.0,1753190454.0
231902878,197.0,196.0,2025-07-22 13:20:39.794,1753190437.0,1753190454.0
231902879,197.0,198.0,2025-07-22 13:20:39.853,1753190437.0,1753190454.0
231902880,196.0,198.0,2025-07-22 13:20:39.911,1753190437.0,1753190454.0
231902881,197.0,197.0,2025-07-22 13:20:39.969,1753190437.0,1753190454.0
231902882,197.0,196.0,2025-07-22 13:20:40.026,1753190437.0,1753190454.0
231902883,197.0,198.0,2025-07-22 13:20:40.084,1753190437.0,1753190454.0
231902884,196.0,198.0,2025-07-22 13:20:40.143,1753190437.0,1753190454.0
231902885,197.0,198.0,2025-07-22 13:20:40.200,1753190437.0,1753190454.0
231902886,196.0,196.0,2025-07-22 13:20:40.258,1753190437.0,1753190454.0
231902887,198.0,197.0,2025-07-22 13:20:40.315,1753190437.0,1753190454.0
231902888,196.0,197.0,2025-07-22 13:20:40.374,1753190437.0,1753190454.0
