id,distance_cm_inside,distance_cm_outside,measured_at,epoch_start,epoch_end
231902202,196.0,196.0,2025-07-22 13:20:01.000,1753190401.0,1753190418.0
231902203,196.0,196.0,2025-07-22 13:20:01.058,1753190401.0,1753190418.0
231902204,196.0,196.0,2025-07-22 13:20:01.115,1753190401.0,1753190418.0
231902205,196.0,196.0,2025-07-22 13:20:01.173,1753190401.0,1753190418.0
231902206,198.0,196.0,2025-07-22 13:20:01.232,1753190401.0,1753190418.0
231902207,196.0,196.0,2025-07-22 13:20:01.290,1753190401.0,1753190418.0
231902208,198.0,196.0,2025-07-22 13:20:01.348,1753190401.0,1753190418.0
231902209,196.0,196.0,2025-07-22 13:20:01.405,1753190401.0,1753190418.0
231902210,196.0,196.0,2025-07-22 13:20:01.464,1753190401.0,1753190418.0
231902211,197.0,196.0,2025-07-22 13:20:01.521,1753190401.0,1753190418.0
231902212,196.0,196.0,2025-07-22 13:20:01.580,1753190401.0,1753190418.0
231902213,197.0,198.0,2025-07-22 13:20:01.638,1753190401.0,1753190418.0
231902214,196.0,198.0,2025-07-22 13:20:01.695,1753190401.0,1753190418.0
231902215,198.0,197.0,2025-07-22 13:20:01.754,1753190401.0,1753190418.0
231902216,196.0,196.0,2025-07-22 13:20:01.811,1753190401.0,1753190418.0
231902217,197.0,197.0,2025-07-22 13:20:01.870,1753190401.0,1753190418.0
231902218,198.0,198.0,2025-07-22 13:20:01.927,1753190401.0,1753190418.0
231902219,197.0,196.0,2025-07-22 13:20:01.985,1753190401.0,1753190418.0
231902220,196.0,197.0,2025-07-22 13:20:02.044,1753190401.0,1753190418.0
231902221,198.0,196.0,2025-07-22 13:20:02.102,1753190401.0,1753190418.0
231902222,197.0,196.0,2025-07-22 13:20:02.160,1753190401.0,1753190418.0
231902223,196.0,198.0,2025-07-22 13:20:02.217,1753190401.0,1753190418.0
231902224,197.0,196.0,2025-07-22 13:20:02.274,1753190401.0,1753190418.0
231902225,196.0,196.0,2025-07-22 13:20:02.330,1753190401.0,1753190418.0
231902226,197.0,197.0,2025-07-22 13:20:02.388,1753190401.0,1753190418.0
231902227,197.0,196.0,2025-07-22 13:20:02.443,1753190401.0,1753190418.0
231902228,196.0,196.0,2025-07-22 13:20:02.502,1753190401.0,1753190418.0
231902229,196.0,196.0,2025-07-22 13:20:02.562,1753190401.0,1753190418.0
231902230,197.0,196.0,2025-07-22 13:20:02.619,1753190401.0,1753190418.0
231902231,197.0,196.0,2025-07-22 13:20:02.677,1753190401.0,1753190418.0
231902232,196.0,197.0,2025-07-22 13:20:02.735,1753190401.0,1753190418.0
231902233,196.0,196.0,2025-07-22 13:20:02.793,1753190401.0,1753190418.0
231902234,197.0,196.0,2025-07-22 13:20:02.851,1753190401.0,1753190418.0
231902235,196.0,196.0,2025-07-22 13:20:02.910,1753190401.0,1753190418.0
231902236,196.0,196.0,2025-07-22 13:20:02.968,1753190401.0,1753190418.0
231902237,196.0,196.0,2025-07-22 13:20:03.026,1753190401.0,1753190418.0
231902238,196.0,196.0,2025-07-22 13:20:03.084,1753190401.0,1753190418.0
231902239,197.0,198.0,2025-07-22 13:20:03.141,1753190401.0,1753190418.0
231902240,196.0,196.0,2025-07-22 13:20:03.198,1753190401.0,1753190418.0
231902241,196.0,196.0,2025-07-22 13:20:03.255,1753190401.0,1753190418.0
231902242,196.0,197.0,2025-07-22 13:20:03.313,1753190401.0,1753190418.0
231902243,196.0,196.0,2025-07-22 13:20:03.370,1753190401.0,1753190418.0
231902244,196.0,197.0,2025-07-22 13:20:03.427,1753190401.0,1753190418.0
231902245,197.0,196.0,2025-07-22 13:20:03.485,1753190401.0,1753190418.0
231902246,196.0,196.0,2025-07-22 13:20:03.542,1753190401.0,1753190418.0
231902247,196.0,196.0,2025-07-22 13:20:03.600,1753190401.0,1753190418.0
