id,distance_cm_inside,distance_cm_outside,measured_at,epoch_start,epoch_end
231897755,196.0,197.0,2025-07-22 13:16:15.599,1753190171.0,1753190185.0
231897756,196.0,197.0,2025-07-22 13:16:15.656,1753190171.0,1753190185.0
231897757,197.0,196.0,2025-07-22 13:16:15.713,1753190171.0,1753190185.0
231897758,196.0,198.0,2025-07-22 13:16:15.772,1753190171.0,1753190185.0
231897759,196.0,196.0,2025-07-22 13:16:15.830,1753190171.0,1753190185.0
231897760,196.0,196.0,2025-07-22 13:16:15.890,1753190171.0,1753190185.0
231897761,196.0,196.0,2025-07-22 13:16:15.947,1753190171.0,1753190185.0
231897762,196.0,198.0,2025-07-22 13:16:16.004,1753190171.0,1753190185.0
231897763,196.0,197.0,2025-07-22 13:16:16.062,1753190171.0,1753190185.0
231897764,196.0,198.0,2025-07-22 13:16:16.120,1753190171.0,1753190185.0
231897765,196.0,196.0,2025-07-22 13:16:16.178,1753190171.0,1753190185.0
231897766,196.0,198.0,2025-07-22 13:16:16.235,1753190171.0,1753190185.0
231897767,197.0,196.0,2025-07-22 13:16:16.292,1753190171.0,1753190185.0
231897768,196.0,198.0,2025-07-22 13:16:16.351,1753190171.0,1753190185.0
231897769,196.0,196.0,2025-07-22 13:16:16.409,1753190171.0,1753190185.0
231897770,197.0,196.0,2025-07-22 13:16:16.467,1753190171.0,1753190185.0
231897771,197.0,198.0,2025-07-22 13:16:16.524,1753190171.0,1753190185.0
231897772,196.0,196.0,2025-07-22 13:16:16.582,1753190171.0,1753190185.0
231897773,197.0,196.0,2025-07-22 13:16:16.638,1753190171.0,1753190185.0
231897774,196.0,196.0,2025-07-22 13:16:16.695,1753190171.0,1753190185.0
231897775,197.0,196.0,2025-07-22 13:16:16.752,1753190171.0,1753190185.0
231897776,196.0,197.0,2025-07-22 13:16:16.809,1753190171.0,1753190185.0
231897777,196.0,196.0,2025-07-22 13:16:16.867,1753190171.0,1753190185.0
231897778,196.0,196.0,2025-07-22 13:16:16.925,1753190171.0,1753190185.0
231897779,197.0,197.0,2025-07-22 13:16:16.984,1753190171.0,1753190185.0
231897780,197.0,196.0,2025-07-22 13:16:17.041,1753190171.0,1753190185.0
231897781,196.0,196.0,2025-07-22 13:16:17.100,1753190171.0,1753190185.0
231897782,197.0,198.0,2025-07-22 13:16:17.157,1753190171.0,1753190185.0
231897783,196.0,196.0,2025-07-22 13:16:17.214,1753190171.0,1753190185.0
231897784,196.0,196.0,2025-07-22 13:16:17.272,1753190171.0,1753190185.0
231897785,197.0,196.0,2025-07-22 13:16:17.329,1753190171.0,1753190185.0
231897786,197.0,196.0,2025-07-22 13:16:17.388,1753190171.0,1753190185.0
231897787,196.0,198.0,2025-07-22 13:16:17.445,1753190171.0,1753190185.0
231897788,197.0,197.0,2025-07-22 13:16:17.503,1753190171.0,1753190185.0
231897789,196.0,196.0,2025-07-22 13:16:17.560,1753190171.0,1753190185.0
231897790,196.0,198.0,2025-07-22 13:16:17.617,1753190171.0,1753190185.0
231897791,197.0,198.0,2025-07-22 13:16:17.675,1753190171.0,1753190185.0
231897792,197.0,197.0,2025-07-22 13:16:17.732,1753190171.0,1753190185.0
231897793,197.0,196.0,2025-07-22 13:16:17.790,1753190171.0,1753190185.0
231897794,197.0,198.0,2025-07-22 13:16:17.848,1753190171.0,1753190185.0
231897795,196.0,198.0,2025-07-22 13:16:17.906,1753190171.0,1753190185.0
231897796,197.0,197.0,2025-07-22 13:16:17.963,1753190171.0,1753190185.0
231897797,196.0,198.0,2025-07-22 13:16:18.018,1753190171.0,1753190185.0
231897798,196.0,196.0,2025-07-22 13:16:18.075,1753190171.0,1753190185.0
231897799,196.0,197.0,2025-07-22 13:16:18.132,1753190171.0,1753190185.0
231897800,196.0,196.0,2025-07-22 13:16:18.192,1753190171.0,1753190185.0
231897801,197.0,196.0,2025-07-22 13:16:18.249,1753190171.0,1753190185.0
231897802,196.0,196.0,2025-07-22 13:16:18.306,1753190171.0,1753190185.0
231897803,196.0,197.0,2025-07-22 13:16:18.363,1753190171.0,1753190185.0
231897804,196.0,196.0,2025-07-22 13:16:18.420,1753190171.0,1753190185.0
231897805,196.0,197.0,2025-07-22 13:16:18.477,1753190171.0,1753190185.0
231897806,196.0,196.0,2025-07-22 13:16:18.534,1753190171.0,1753190185.0
231897807,196.0,196.0,2025-07-22 13:16:18.593,1753190171.0,1753190185.0
231897808,196.0,198.0,2025-07-22 13:16:18.650,1753190171.0,1753190185.0
231897809,196.0,197.0,2025-07-22 13:16:18.708,1753190171.0,1753190185.0
231897810,197.0,196.0,2025-07-22 13:16:18.766,1753190171.0,1753190185.0
231897811,197.0,196.0,2025-07-22 13:16:18.823,1753190171.0,1753190185.0
231897812,196.0,197.0,2025-07-22 13:16:18.880,1753190171.0,1753190185.0
231897813,196.0,197.0,2025-07-22 13:16:18.937,1753190171.0,1753190185.0
231897814,196.0,196.0,2025-07-22 13:16:18.994,1753190171.0,1753190185.0
231897815,196.0,198.0,2025-07-22 13:16:19.049,1753190171.0,1753190185.0
231897816,196.0,196.0,2025-07-22 13:16:19.105,1753190171.0,1753190185.0
231897817,196.0,198.0,2025-07-22 13:16:19.160,1753190171.0,1753190185.0
231897818,196.0,198.0,2025-07-22 13:16:19.216,1753190171.0,1753190185.0
231897819,196.0,196.0,2025-07-22 13:16:19.271,1753190171.0,1753190185.0
231897820,197.0,196.0,2025-07-22 13:16:19.328,1753190171.0,1753190185.0
231897821,196.0,196.0,2025-07-22 13:16:19.385,1753190171.0,1753190185.0
231897822,196.0,197.0,2025-07-22 13:16:19.442,1753190171.0,1753190185.0
231897823,197.0,196.0,2025-07-22 13:16:19.499,1753190171.0,1753190185.0
