id,distance_cm_inside,distance_cm_outside,measured_at,epoch_start,epoch_end
230489894,5.0,197.0,2025-06-17 20:42:55.246,1750192974.0,1750192989.0
230489895,5.0,196.0,2025-06-17 20:42:55.293,1750192974.0,1750192989.0
230489896,5.0,197.0,2025-06-17 20:42:55.339,1750192974.0,1750192989.0
230489897,5.0,197.0,2025-06-17 20:42:55.385,1750192974.0,1750192989.0
230489898,5.0,197.0,2025-06-17 20:42:55.431,1750192974.0,1750192989.0
230489899,5.0,196.0,2025-06-17 20:42:55.477,1750192974.0,1750192989.0
230489900,5.0,198.0,2025-06-17 20:42:55.523,1750192974.0,1750192989.0
230489901,5.0,196.0,2025-06-17 20:42:55.569,1750192974.0,1750192989.0
230489902,5.0,197.0,2025-06-17 20:42:55.615,1750192974.0,1750192989.0
230489903,5.0,196.0,2025-06-17 20:42:55.661,1750192974.0,1750192989.0
230489904,5.0,197.0,2025-06-17 20:42:55.707,1750192974.0,1750192989.0
230489905,5.0,196.0,2025-06-17 20:42:55.753,1750192974.0,1750192989.0
230489906,5.0,196.0,2025-06-17 20:42:55.801,1750192974.0,1750192989.0
230489907,5.0,104.0,2025-06-17 20:42:55.842,1750192974.0,1750192989.0
230489908,5.0,198.0,2025-06-17 20:42:55.888,1750192974.0,1750192989.0
230489909,5.0,198.0,2025-06-17 20:42:55.934,1750192974.0,1750192989.0
230489910,5.0,198.0,2025-06-17 20:42:55.980,1750192974.0,1750192989.0
230489911,5.0,197.0,2025-06-17 20:42:56.026,1750192974.0,1750192989.0
230489912,5.0,198.0,2025-06-17 20:42:56.072,1750192974.0,1750192989.0
230489913,5.0,196.0,2025-06-17 20:42:56.120,1750192974.0,1750192989.0
230489914,5.0,197.0,2025-06-17 20:42:56.166,1750192974.0,1750192989.0
230489915,5.0,198.0,2025-06-17 20:42:56.213,1750192974.0,1750192989.0
230489916,5.0,197.0,2025-06-17 20:42:56.260,1750192974.0,1750192989.0
230489917,5.0,197.0,2025-06-17 20:42:56.306,1750192974.0,1750192989.0
230489918,5.0,196.0,2025-06-17 20:42:56.352,1750192974.0,1750192989.0
230489919,5.0,197.0,2025-06-17 20:42:56.398,1750192974.0,1750192989.0
230489920,5.0,198.0,2025-06-17 20:42:56.444,1750192974.0,1750192989.0
230489921,5.0,197.0,2025-06-17 20:42:56.490,1750192974.0,1750192989.0
230489922,5.0,198.0,2025-06-17 20:42:56.536,1750192974.0,1750192989.0
230489923,5.0,103.0,2025-06-17 20:42:56.576,1750192974.0,1750192989.0
230489924,5.0,198.0,2025-06-17 20:42:56.623,1750192974.0,1750192989.0
230489925,5.0,198.0,2025-06-17 20:42:56.669,1750192974.0,1750192989.0
230489926,5.0,198.0,2025-06-17 20:42:56.716,1750192974.0,1750192989.0
230489927,5.0,103.0,2025-06-17 20:42:56.756,1750192974.0,1750192989.0
230489928,5.0,196.0,2025-06-17 20:42:56.802,1750192974.0,1750192989.0
230489929,5.0,196.0,2025-06-17 20:42:56.848,1750192974.0,1750192989.0
230489930,5.0,198.0,2025-06-17 20:42:56.894,1750192974.0,1750192989.0
230489931,5.0,197.0,2025-06-17 20:42:56.940,1750192974.0,1750192989.0
230489932,5.0,196.0,2025-06-17 20:42:56.986,1750192974.0,1750192989.0
