id,distance_cm_inside,distance_cm_outside,measured_at,epoch_start,epoch_end
230482720,197.0,197.0,2025-06-17 20:36:46.004,1750192606.0,1750192620.0
230482721,196.0,198.0,2025-06-17 20:36:46.061,1750192606.0,1750192620.0
230482722,198.0,196.0,2025-06-17 20:36:46.119,1750192606.0,1750192620.0
230482723,198.0,197.0,2025-06-17 20:36:46.176,1750192606.0,1750192620.0
230482724,198.0,198.0,2025-06-17 20:36:46.233,1750192606.0,1750192620.0
230482725,196.0,197.0,2025-06-17 20:36:46.290,1750192606.0,1750192620.0
230482726,198.0,196.0,2025-06-17 20:36:46.348,1750192606.0,1750192620.0
230482727,197.0,197.0,2025-06-17 20:36:46.405,1750192606.0,1750192620.0
230482728,198.0,197.0,2025-06-17 20:36:46.464,1750192606.0,1750192620.0
230482729,196.0,198.0,2025-06-17 20:36:46.521,1750192606.0,1750192620.0
230482730,197.0,196.0,2025-06-17 20:36:46.579,1750192606.0,1750192620.0
230482731,198.0,197.0,2025-06-17 20:36:46.636,1750192606.0,1750192620.0
230482732,198.0,196.0,2025-06-17 20:36:46.693,1750192606.0,1750192620.0
230482733,197.0,197.0,2025-06-17 20:36:46.754,1750192606.0,1750192620.0
230482734,198.0,197.0,2025-06-17 20:36:46.811,1750192606.0,1750192620.0
230482735,196.0,197.0,2025-06-17 20:36:46.870,1750192606.0,1750192620.0
230482736,196.0,197.0,2025-06-17 20:36:46.927,1750192606.0,1750192620.0
230482737,198.0,196.0,2025-06-17 20:36:46.985,1750192606.0,1750192620.0
230482738,196.0,197.0,2025-06-17 20:36:47.043,1750192606.0,1750192620.0
230482739,197.0,197.0,2025-06-17 20:36:47.100,1750192606.0,1750192620.0
230482740,197.0,196.0,2025-06-17 20:36:47.158,1750192606.0,1750192620.0
230482741,197.0,197.0,2025-06-17 20:36:47.215,1750192606.0,1750192620.0
230482742,197.0,197.0,2025-06-17 20:36:47.274,1750192606.0,1750192620.0
230482743,198.0,196.0,2025-06-17 20:36:47.331,1750192606.0,1750192620.0
230482744,198.0,197.0,2025-06-17 20:36:47.389,1750192606.0,1750192620.0
230482745,198.0,198.0,2025-06-17 20:36:47.445,1750192606.0,1750192620.0
230482746,196.0,197.0,2025-06-17 20:36:47.502,1750192606.0,1750192620.0
230482747,197.0,196.0,2025-06-17 20:36:47.559,1750192606.0,1750192620.0
230482748,198.0,197.0,2025-06-17 20:36:47.616,1750192606.0,1750192620.0
230482749,196.0,197.0,2025-06-17 20:36:47.675,1750192606.0,1750192620.0
230482750,198.0,197.0,2025-06-17 20:36:47.732,1750192606.0,1750192620.0
230482751,196.0,196.0,2025-06-17 20:36:47.790,1750192606.0,1750192620.0
230482752,197.0,196.0,2025-06-17 20:36:47.848,1750192606.0,1750192620.0
230482753,198.0,198.0,2025-06-17 20:36:47.906,1750192606.0,1750192620.0
230482754,197.0,197.0,2025-06-17 20:36:47.964,1750192606.0,1750192620.0
230482755,197.0,197.0,2025-06-17 20:36:48.021,1750192606.0,1750192620.0
230482756,196.0,197.0,2025-06-17 20:36:48.079,1750192606.0,1750192620.0
230482757,197.0,198.0,2025-06-17 20:36:48.137,1750192606.0,1750192620.0
230482758,197.0,197.0,2025-06-17 20:36:48.195,1750192606.0,1750192620.0
230482759,196.0,198.0,2025-06-17 20:36:48.252,1750192606.0,1750192620.0
230482760,196.0,198.0,2025-06-17 20:36:48.310,1750192606.0,1750192620.0
230482761,198.0,197.0,2025-06-17 20:36:48.368,1750192606.0,1750192620.0
230482762,196.0,197.0,2025-06-17 20:36:48.424,1750192606.0,1750192620.0
230482763,196.0,197.0,2025-06-17 20:36:48.481,1750192606.0,1750192620.0
230482764,196.0,197.0,2025-06-17 20:36:48.538,1750192606.0,1750192620.0
230482765,196.0,197.0,2025-06-17 20:36:48.597,1750192606.0,1750192620.0
230482766,198.0,197.0,2025-06-17 20:36:48.654,1750192606.0,1750192620.0
230482767,198.0,197.0,2025-06-17 20:36:48.712,1750192606.0,1750192620.0
230482768,197.0,197.0,2025-06-17 20:36:48.769,1750192606.0,1750192620.0
230482769,196.0,197.0,2025-06-17 20:36:48.827,1750192606.0,1750192620.0
230482770,197.0,196.0,2025-06-17 20:36:48.885,1750192606.0,1750192620.0
230482771,197.0,198.0,2025-06-17 20:36:48.942,1750192606.0,1750192620.0
230482772,197.0,198.0,2025-06-17 20:36:49.000,1750192606.0,1750192620.0
230482773,197.0,198.0,2025-06-17 20:36:49.058,1750192606.0,1750192620.0
230482774,198.0,197.0,2025-06-17 20:36:49.116,1750192606.0,1750192620.0
230482775,197.0,197.0,2025-06-17 20:36:49.174,1750192606.0,1750192620.0
230482776,197.0,198.0,2025-06-17 20:36:49.233,1750192606.0,1750192620.0
230482777,196.0,196.0,2025-06-17 20:36:49.290,1750192606.0,1750192620.0
230482778,198.0,197.0,2025-06-17 20:36:49.347,1750192606.0,1750192620.0
230482779,196.0,197.0,2025-06-17 20:36:49.404,1750192606.0,1750192620.0
230482780,197.0,199.0,2025-06-17 20:36:49.461,1750192606.0,1750192620.0
230482781,197.0,196.0,2025-06-17 20:36:49.519,1750192606.0,1750192620.0
230482782,198.0,197.0,2025-06-17 20:36:49.576,1750192606.0,1750192620.0
230482783,196.0,197.0,2025-06-17 20:36:49.635,1750192606.0,1750192620.0
230482784,197.0,197.0,2025-06-17 20:36:49.692,1750192606.0,1750192620.0
230482785,198.0,198.0,2025-06-17 20:36:49.751,1750192606.0,1750192620.0
230482786,198.0,197.0,2025-06-17 20:36:49.809,1750192606.0,1750192620.0
230482787,198.0,197.0,2025-06-17 20:36:49.866,1750192606.0,1750192620.0
230482788,196.0,197.0,2025-06-17 20:36:49.926,1750192606.0,1750192620.0
230482789,198.0,197.0,2025-06-17 20:36:49.983,1750192606.0,1750192620.0
230482790,197.0,197.0,2025-06-17 20:36:50.040,1750192606.0,1750192620.0
230482791,198.0,196.0,2025-06-17 20:36:50.098,1750192606.0,1750192620.0
